,ONT NE ID,ONT PON Branch ID,OLT Location,Vendor name,Model,Serialnumber,Software revision,Hardware revision,Distance from OLT,Flag for Wholesale or on-net,Consolidated,Uptime - powered,Uptime - online,Hierarchy Path,Flag for B2B or B2C.,Latitude,Longitude
446,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458852,3FE49337AOCK546,3FE49331BAAA467,18.1km,On-Net,N,481 days : 2hrs : 30s,469 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0156366307742,-6.4159924451946
447,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458853,3FE49337AOCK547,3FE49331BAAA468,18.1km,On-Net,N,482 days : 2hrs : 30s,470 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0078243960744,-6.40427507046574
448,DTAL101,DTAL_008_101_2_2021_2_308_251,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458854,3FE49337AOCK548,3FE49331BAAA469,18.1km,On-Net,N,483 days : 2hrs : 30s,471 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0132533926166,-6.42320313733544
449,DTAL101,DTAL_008_101_2_2021_2_308_252,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458855,3FE49337AOCK549,3FE49331BAAA470,18.1km,On-Net,N,484 days : 2hrs : 30s,472 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0164310131568,-6.43244183664089
450,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458856,3FE49337AOCK550,3FE49331BAAA471,18.1km,On-Net,N,485 days : 2hrs : 30s,473 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0116644913357,-6.41261243325358
451,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458857,3FE49337AOCK551,3FE49331BAAA472,18.1km,On-Net,N,486 days : 2hrs : 30s,474 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.01298857995,-6.4161051122593
452,DTAL101,DTAL_008_101_2_2021_2_308_253,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458858,3FE49337AOCK552,3FE49331BAAA473,18.1km,On-Net,N,487 days : 2hrs : 30s,475 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0157690288913,-6.41925979007092
453,DTAL101,DTAL_008_101_2_2021_2_308_254,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458859,3FE49337AOCK553,3FE49331BAAA474,18.1km,On-Net,N,488 days : 2hrs : 30s,476 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0042488164097,-6.42128779723553
454,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458860,3FE49337AOCK554,3FE49331BAAA475,18.1km,On-Net,N,489 days : 2hrs : 30s,477 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0023284709152,-6.42128779723553
455,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458861,3FE49337AOCK555,3FE49331BAAA476,18.1km,On-Net,N,490 days : 2hrs : 30s,478 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0045136846973,-6.41756978410041
456,DTAL101,DTAL_008_101_2_2021_2_308_255,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458862,3FE49337AOCK556,3FE49331BAAA477,18.1km,On-Net,N,491 days : 2hrs : 30s,479 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0098106964875,-6.40202172917173
457,DTAL101,DTAL_008_101_2_2021_2_308_256,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458863,3FE49337AOCK557,3FE49331BAAA478,18.1km,On-Net,N,492 days : 2hrs : 30s,480 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0104727755568,-6.40495107285394
458,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458864,3FE49337AOCK558,3FE49331BAAA479,18.1km,On-Net,N,493 days : 2hrs : 30s,481 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0115982857989,-6.42680848340586
459,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458865,3FE49337AOCK559,3FE49331BAAA480,18.1km,On-Net,N,494 days : 2hrs : 30s,482 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0141140221435,-6.41171109673598
460,DTAL101,DTAL_008_101_2_2021_2_308_257,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458866,3FE49337AOCK560,3FE49331BAAA481,18.1km,On-Net,N,495 days : 2hrs : 30s,483 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0106051901065,-6.4165557805181
461,DTAL101,DTAL_008_101_2_2021_2_308_258,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458867,3FE49337AOCK561,3FE49331BAAA482,18.1km,On-Net,N,496 days : 2hrs : 30s,484 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.010274152942,-6.41971045832972
462,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458868,3FE49337AOCK562,3FE49331BAAA483,18.1km,On-Net,N,497 days : 2hrs : 30s,485 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0139154169097,-6.42309047027074
463,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458869,3FE49337AOCK563,3FE49331BAAA484,18.1km,On-Net,N,498 days : 2hrs : 30s,486 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0013450511218,-6.38878453165119
464,DTAL102,DTAL_008_101_2_2021_2_308_259,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458870,3FE49337AOCK564,3FE49331BAAA485,18.1km,On-Net,N,499 days : 2hrs : 30s,487 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0027406362349,-6.38318088245355
465,DTAL102,DTAL_008_101_2_2021_2_308_260,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458871,3FE49337AOCK565,3FE49331BAAA486,18.1km,On-Net,N,500 days : 2hrs : 30s,488 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0034105004692,-6.37957175246185
466,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458872,3FE49337AOCK566,3FE49331BAAA487,18.1km,On-Net,N,501 days : 2hrs : 30s,489 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9977163108425,-6.39058909664704
467,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458873,3FE49337AOCK567,3FE49331BAAA488,18.1km,On-Net,N,502 days : 2hrs : 30s,490 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9960768377505,-6.39178161371241
468,DTAL102,DTAL_008_101_2_2021_2_308_261,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458874,3FE49337AOCK568,3FE49331BAAA489,18.1km,On-Net,N,503 days : 2hrs : 30s,491 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9965234865972,-6.38266381162811
469,DTAL102,DTAL_008_101_2_2021_2_308_262,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458875,3FE49337AOCK569,3FE49331BAAA490,18.1km,On-Net,N,504 days : 2hrs : 30s,492 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9925593106331,-6.4008994157967
470,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458876,3FE49337AOCK570,3FE49331BAAA491,18.1km,On-Net,N,505 days : 2hrs : 30s,493 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9947368624494,-6.40507840899685
471,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458877,3FE49337AOCK571,3FE49331BAAA492,18.1km,On-Net,N,506 days : 2hrs : 30s,494 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9945870817439,-6.38045223017004
472,DTAL102,DTAL_008_101_2_2021_2_308_263,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458878,3FE49337AOCK572,3FE49331BAAA493,18.1km,On-Net,N,507 days : 2hrs : 30s,495 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9995001313164,-6.38776546725849
473,DTAL102,DTAL_008_101_2_2021_2_308_264,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458879,3FE49337AOCK573,3FE49331BAAA494,18.1km,On-Net,N,508 days : 2hrs : 30s,496 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0039660369074,-6.38054720727509
474,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458880,3FE49337AOCK574,3FE49331BAAA495,18.1km,On-Net,N,509 days : 2hrs : 30s,497 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9911252668478,-6.39203943698551
475,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458881,3FE49337AOCK575,3FE49331BAAA496,18.1km,On-Net,N,510 days : 2hrs : 30s,498 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.998917700807,-6.39010326102496
476,DTAL102,DTAL_008_101_2_2021_2_308_265,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458882,3FE49337AOCK576,3FE49331BAAA497,18.1km,On-Net,N,511 days : 2hrs : 30s,499 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9950654184832,-6.39190782602081
477,DTAL102,DTAL_008_101_2_2021_2_308_266,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458883,3FE49337AOCK577,3FE49331BAAA498,18.1km,On-Net,N,512 days : 2hrs : 30s,500 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9976336463051,-6.38696901655848
478,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458884,3FE49337AOCK578,3FE49331BAAA499,18.1km,On-Net,N,513 days : 2hrs : 30s,501 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9924970322334,-6.39646672706295
479,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458885,3FE49337AOCK579,3FE49331BAAA500,18.1km,On-Net,N,514 days : 2hrs : 30s,502 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9907102353134,-6.39798636074367
480,DTAL102,DTAL_008_101_2_2021_2_308_267,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458886,3FE49337AOCK580,3FE49331BAAA501,18.1km,On-Net,N,515 days : 2hrs : 30s,503 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9981919357376,-6.38212518420119
481,DTAL102,DTAL_008_101_2_2021_2_308_268,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458887,3FE49337AOCK581,3FE49331BAAA502,18.1km,On-Net,N,516 days : 2hrs : 30s,504 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9959029014847,-6.37804116868427
482,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458888,3FE49337AOCK582,3FE49331BAAA503,18.1km,On-Net,N,517 days : 2hrs : 30s,505 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9938370796083,-6.38089048183561
483,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458889,3FE49337AOCK583,3FE49331BAAA504,18.1km,On-Net,N,518 days : 2hrs : 30s,506 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0032162037267,-6.38972335260478
484,DTAL102,DTAL_008_101_2_2021_2_308_269,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458890,3FE49337AOCK584,3FE49331BAAA505,18.1km,On-Net,N,519 days : 2hrs : 30s,507 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0032720255202,-6.38668408524334
485,DTAL102,DTAL_008_101_2_2021_2_308_270,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458891,3FE49337AOCK585,3FE49331BAAA506,18.1km,On-Net,N,520 days : 2hrs : 30s,508 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,54.0039977020228,-6.37899093973471
486,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458892,3FE49337AOCK586,3FE49331BAAA507,18.1km,On-Net,N,521 days : 2hrs : 30s,509 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9943954199529,-6.38943842128964
487,DTAL102,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 2,Nokia,XS-010X-Q,SMBS03458893,3FE49337AOCK587,3FE49331BAAA508,18.1km,On-Net,N,522 days : 2hrs : 30s,510 days : 1 hr : 46 mins,VMIE->DTAL102,Residential,53.9919945032299,-6.37975075678421
